序号	class	pdate	sequence	amount	forecast
 648	1	745	20170105	1.91999447968E9	
 649	1	749	20170109	6.7076646428602E9	
 650	1	758	20170118	5.4170388151E8	
 651	1	759	20170119	5.4952461672E8	
 652	1	760	20170120	6.438350447E8	
 653	1	769	20170129	4.409088620799E8	
 654	1	770	20170130	4.730127016799E8	
 655	1	773	20170202	3.21907644493E9	
 656	1	775	20170204	1.69857894474E9	
 657	1	776	20170205	1.55698286827E9	
 658	1	777	20170206	2.18821333268E9	
 659	1	778	20170207	2.26212513299E9	
 660	1	779	20170208	2.64813228882E9	
 661	1	780	20170209	7.1284521710702E9	
 662	1	782	20170211	5.7017066075E8	
 663	1	783	20170212	4.0795440712E8	
 664	1	785	20170214	3.9930726736E8	
 665	1	788	20170217	4.0987154205E8	
 666	1	790	20170219	3.6889096407E8	
 667	1	792	20170221	4.5991265183E8	
 668	1	793	20170222	4.3825157289E8	
 669	1	795	20170224	4.975620484099E8	
 670	1	796	20170225	4.7073572984E8	
 671	1	797	20170226	5.0017199508E8	
 672	1	798	20170227	6.5565413714E8	
 673	1	801	20170302	2.68661848913E9	
 674	1	803	20170304	1.2121248018999E9	
 675	1	805	20170306	1.86215576444E9	
 676	1	806	20170307	2.0109893692E9	
 677	1	808	20170309	5.7205501551703E9	
 678	1	810	20170311	5.5925079295E8	
 679	1	816	20170317	4.5600045252E8	
 680	1	818	20170319	4.1342829649E8	
 681	1	821	20170322	5.1152071681E8	
 682	1	822	20170323	5.0947398831E8	
 683	1	823	20170324	5.5868174119E8	
 684	1	824	20170325	5.1546675855E8	
 685	1	826	20170327	6.552644842799E8	
 686	1	828	20170329	7.122550941999E8	
 687	1	830	20170331	9.968121205399E8	
 688	1	834	20170404	1.5644928451999E9	
 689	1	835	20170405	2.13971685727E9	
 690	1	842	20170412	5.4393042112E8	
 691	1	846	20170416	4.6265602291E8	
 692	1	847	20170417	5.9651235132E8	
 693	1	848	20170418	5.5873354751E8	
 694	1	852	20170422	4.8444940603E8	
 695	1	856	20170426	7.417144609099E8	
 696	1	857	20170427	8.200357166799E8	
 697	1	860	20170430	9.687226008499E8	
 698	1	867	20170507	2.29148752081E9	
 699	1	868	20170508	3.36855445487E9	
 700	1	869	20170509	8.6453243255102E9	
 701	1	871	20170511	8.023482558799E8	
 702	1	874	20170514	4.7284407564E8	
 703	1	876	20170516	6.669657748899E8	
 704	1	877	20170517	5.7869816355E8	
 705	1	882	20170522	6.900378495299E8	
 706	1	884	20170524	6.7434952973E8	
 707	1	888	20170528	8.115630339199E8	
 708	1	889	20170529	8.171739114299E8	
 709	1	902	20170611	8.321725346099E8	
 710	1	907	20170616	7.298624224299E8	
 711	1	910	20170619	6.9294880995E8	
 712	1	914	20170623	7.641837580099E8	
 713	1	915	20170624	6.817636700999E8	
 714	1	917	20170626	9.257777741299E8	
 715	1	921	20170630	1.5050476016899E9	
 716	1	934	20170713	6.9206608792E8	
 717	1	937	20170716	6.455506946999E8	
 718	1	938	20170717	8.059754199099E8	
 719	1	941	20170720	8.382475681899E8	
 720	1	942	20170721	7.912887592299E8	
 721	1	943	20170722	6.992092149799E8	
 722	1	944	20170723	7.072307537499E8	
 723	1	946	20170725	9.690721636799E8	
 724	1	952	20170731	1.6893241771599E9	
 725	1	954	20170802	4.3686966226301E9	
 726	1	956	20170804	2.72626583578E9	
 727	1	961	20170809	1.37409707376593E10	
 728	1	962	20170810	1.11197628593498E10	
 729	1	964	20170812	7.213757141999E8	
 730	1	967	20170815	1.1251072076999E9	
 731	1	970	20170818	8.615786792099E8	
 732	1	971	20170819	7.303377042099E8	
 733	1	975	20170823	8.904548363899E8	
 734	1	977	20170825	1.0731037864099E9	
 735	1	979	20170827	9.629329225599E8	
 736	1	981	20170829	1.3126376354199E9	
 737	1	990	20170907	4.0767029316201E9	
 738	1	995	20170912	1.0284544602299E9	
 739	1	997	20170914	8.822516918699E8	
 740	1	1001	20170918	1.0223593833699E9	
 741	1	1002	20170919	9.968119780499E8	
 742	1	1004	20170921	1.0626028630399E9	
 743	1	1005	20170922	1.0643255776099E9	
 744	1	1007	20170924	1.0352829245099E9	
 745	1	1011	20170928	1.5769550963599E9	
 746	1	1013	20170930	2.40663866462E9	
 747	1	1017	20171004	2.85722351197E9	
 748	1	1021	20171008	6.2693678936002E9	
 749	1	1022	20171009	2.02858270103571E10	
 750	1	1024	20171011	1.4171443536699E9	
 751	1	1025	20171012	1.0478183540899E9	
 752	1	1030	20171017	1.0574331122399E9	
 753	1	1031	20171018	1.0066077089499E9	
 754	1	1039	20171026	1.2312356015899E9	
 755	1	1045	20171101	8.5738685468103E9	
 756	1	1050	20171106	5.1385229130201E9	
 757	1	1054	20171110	1.44564083378391E10	
 758	1	1055	20171111	1.7367751970899E9	
 759	1	1057	20171113	1.4754654803899E9	
 760	1	1058	20171114	1.2214854464299E9	
 761	1	1065	20171121	1.5975374765899E9	
 762	1	1067	20171123	1.4686498258199E9	
 763	1	1068	20171124	1.6153908323199E9	
 764	1	1069	20171125	1.4738255461199E9	
 765	1	1073	20171129	2.21948226121E9	
 766	1	1075	20171201	9.7752846655801E9	
 767	1	1078	20171204	5.0935242374301E9	
 768	1	1085	20171211	2.18593724279E9	
 769	1	1093	20171219	1.2799065021799E9	
 770	1	1096	20171222	1.4275677306799E9	4.3911033025287E9
 771	1	1098	20171224	1.3867178564199E9	2.0973027839355E9
 772	1	1099	20171225	1.8025462413199E9	1.8880711688812E9
 773	1	1102	20171228	2.0244769737799E9	2.2847325086972E9
 774	1	1103	20171229	2.2958473536399E9	2.3764601601183E9
 775	1	1105	20171231	2.3002642656499E9	5.5868089999722E9
 776	1	1111	20180106	5.3299361416301E9	5.9001096740218E9
 777	1	1116	20180111	2.0322980827499E9	1.7984923600113E9
 778	1	1118	20180113	1.1670304801199E9	1.3547327006992E9
 779	1	1119	20180114	1.0658334193399E9	1.3244773406607E9
 780	1	1129	20180124	1.5639224805099E9	1.6943720907709E9
 781	1	1131	20180126	1.6761603016699E9	1.7694923363473E9
 782	1	1139	20180203	4.2536322091501E9	5.5337091343513E9
 783	1	1141	20180205	5.0886197980201E9	4.8946721705114E9
 784	1	1143	20180207	6.6341438427802E9	5.1279508462692E9
 785	1	1150	20180214	1.5298487688899E9	1.0226419461607E9
 786	1	1151	20180215	1.1681910786399E9	1.1289364935351E9
 787	1	1152	20180216	9.073446834199E8	9.754370438793E8
 788	1	1153	20180217	7.979993216899E8	9.334503862825E8
 789	1	1155	20180219	8.770360665999E8	8.765588112246E8
 790	1	1156	20180220	9.757159800399E8	1.0174438125433E9
 791	1	1162	20180226	1.5951061150699E9	1.1766397350784E9
 792	1	1165	20180301	8.7933631993003E9	7.1658383305953E9
 793	1	1166	20180302	5.0452743230502E9	6.5465722321261E9
 794	1	1168	20180304	3.5756592465601E9	3.0410020727549E9
 795	1	1176	20180312	1.4598617989599E9	1.0841241691543E9
 796	1	1181	20180317	1.0260107012399E9	1.0969245614432E9
 797	1	1182	20180318	1.0187400483699E9	1.0272200160082E9
 798	1	1186	20180322	1.2044433408899E9	1.193424220446E9
 799	1	1190	20180326	1.5816864579799E9	1.1859603270344E9
 800	1	1191	20180327	1.5716856625599E9	1.3910519454139E9
 801	1	1192	20180328	1.6433906202299E9	1.6161429952885E9
 802	1	1193	20180329	1.126884477E7	1.6334245187231E9
 803					1.7744350492344E9
 804	1	8	20141230	12864.23	
 805	1	10	20150101	201419.4899	
 806	1	14	20150105	316187.96	
 807	1	15	20150106	341742.5799	
 808	1	16	20150107	334353.35	
 809	1	17	20150108	464943.07	
 810	1	19	20150110	2091890.8799	
 811	1	27	20150118	538987.7899	
 812	1	28	20150119	913202.82	
 813	1	32	20150123	1232537.18	
 814	1	33	20150124	972480.35	
 815	1	37	20150128	1819143.8699	
 816	1	38	20150129	2072051.19	
 817	1	39	20150130	2405339.3	
 818	1	42	20150202	3.166529437E7	
 819	1	54	20150214	3312537.0999	
 820	1	55	20150215	4212197.85	
 821	1	59	20150219	1102314.4799	
 822	1	61	20150221	1362160.8699	
 823	1	68	20150228	4745715.75	
 824	1	69	20150301	8.176216009E7	
 825	1	73	20150305	2.54673292599E7	
 826	1	84	20150316	4526159.27	
 827	1	92	20150324	3979025.86	
 828	1	97	20150329	3196881.6399	
 829	1	98	20150330	5057174.14	
 830	1	103	20150404	3.17362994899E7	
 831	1	112	20150413	1.571174583E7	
 832	1	113	20150414	1.262370815E7	
 833	1	115	20150416	1.23453093E7	
 834	1	116	20150417	1.284753543E7	
 835	1	119	20150420	1.48352562099E7	
 836	1	122	20150423	1.446857323E7	
 837	1	125	20150426	1.31303414699E7	
 838	1	128	20150429	2.078574883E7	
 839	1	129	20150430	2.60421503999E7	
 840	1	130	20150501	5.95311475299E7	
 841	1	135	20150506	8.89903879499E7	
 842	1	136	20150507	9.82311541599E7	
 843	1	140	20150511	3.3863922545E8	
 844	1	141	20150512	6.073385376E7	
 845	1	142	20150513	4.192547312E7	
 846	1	145	20150516	2.71267650199E7	
 847	1	146	20150517	2.61744800499E7	
 848	1	148	20150519	3.077020721E7	
 849	1	151	20150522	2.986771792E7	
 850	1	152	20150523	2.49311323099E7	
 851	1	156	20150527	3.714095735E7	
 852	1	160	20150531	4.006954559E7	
 853	1	166	20150606	1.306925368199E8	
 854	1	167	20150607	1.266519587E8	
 855	1	169	20150609	4.3377751526E8	
 856	1	178	20150618	3.774463508E7	
 857	1	199	20150709	5.511738656899E8	
 858	1	200	20150710	1.2955953225699E9	
 859	1	204	20150714	5.64074520799E7	
 860	1	205	20150715	5.93055620699E7	
 861	1	206	20150716	5.07263194299E7	
 862	1	207	20150717	4.79367484599E7	
 863	1	208	20150718	3.87203944399E7	
 864	1	211	20150721	5.24836972299E7	
 865	1	214	20150724	5.29589021799E7	
 866	1	223	20150802	2.0714455773E8	
 867	1	225	20150804	2.2726776524E8	
 868	1	228	20150807	2.784676438499E8	
 869	1	236	20150815	6.027688341E7	
 870	1	240	20150819	6.14888431899E7	
 871	1	244	20150823	5.31423565699E7	
 872	1	245	20150824	7.378958589E7	
 873	1	247	20150826	7.81749118499E7	
 874	1	249	20150828	8.62316114699E7	
 875	1	250	20150829	7.62841418799E7	
 876	1	251	20150830	7.74577290599E7	
 877	1	252	20150831	1.214097367699E8	
 878	1	253	20150901	6.0979389209E8	
 879	1	255	20150903	2.037016097699E8	
 880	1	257	20150905	2.2504832353E8	
 881	1	262	20150910	2.2828839312399E9	
 882	1	263	20150911	1.967943860099E8	
 883	1	264	20150912	1.001227560699E8	
 884	1	265	20150913	7.58242426799E7	
 885	1	272	20150920	6.90395530499E7	
 886	1	278	20150926	8.812834778E7	
 887	1	279	20150927	8.11236981899E7	
 888	1	280	20150928	1.2483705758E8	
 889	1	281	20150929	1.3635360684E8	
 890	1	283	20151001	6.928027154299E8	
 891	1	289	20151007	3.610813777E8	
 892	1	290	20151008	5.880832077999E8	
 893	1	294	20151012	1.6052520966E8	
 894	1	296	20151014	1.1201891645E8	
 895	1	297	20151015	1.529991949699E8	
 896	1	298	20151016	1.256102673499E8	
 897	1	299	20151017	9.82174191E7	
 898	1	302	20151020	1.2456554352E8	
 899	1	303	20151021	1.1735954781E8	
 900	1	306	20151024	1.0360234105E8	
 901	1	307	20151025	1.040348584199E8	
 902	1	311	20151029	1.522960063E8	
 903	1	313	20151031	1.711069385699E8	
 904	1	316	20151103	4.7683984874E8	
 905	1	317	20151104	4.3293790805E8	
 906	1	319	20151106	4.3303798055E8	
 907	1	320	20151107	3.870840108E8	
 908	1	321	20151108	4.9460611455E8	
 909	1	323	20151110	3.33992814695E9	
 910	1	325	20151112	2.4455723821E8	
 911	1	328	20151115	1.612597031399E8	
 912	1	330	20151117	2.0860936438E8	
 913	1	339	20151126	2.5320219394E8	
 914	1	343	20151130	4.0412808634E8	
 915	1	347	20151204	6.962141192199E8	
 916	1	348	20151205	5.551509887499E8	
 917	1	350	20151207	1.0097285135499E9	
 918	1	354	20151211	3.5815810639E8	
 919	1	360	20151217	1.573695052299E8	
 920	1	362	20151219	1.301634413599E8	
 921	1	370	20151227	1.5489393551E8	
 922	1	376	20160102	6.125985599399E8	
 923	1	390	20160116	1.525618941799E8	
 924	1	393	20160119	1.6694398057E8	
 925	1	395	20160121	1.806015355399E8	
 926	1	398	20160124	1.4656760023E8	
 927	1	400	20160126	2.133414903699E8	
 928	1	401	20160127	2.250242632299E8	
 929	1	405	20160131	2.564167812099E8	
 930	1	406	20160201	1.2571766507199E9	
 931	1	407	20160202	1.2907348980699E9	
 932	1	408	20160203	7.838788241699E8	
 933	1	410	20160205	8.345099454499E8	
 934	1	413	20160208	5.500191314899E8	
 935	1	414	20160209	1.7057655338399E9	
 936	1	418	20160213	1.369233235899E8	
 937	1	419	20160214	1.685590018499E8	
 938	1	422	20160217	1.313831879999E8	
 939	1	424	20160219	1.349823350499E8	
 940	1	425	20160220	1.262388806599E8	
 941	1	426	20160221	1.182852590199E8	
 942	1	431	20160226	1.776228214199E8	
 943	1	433	20160228	1.770213276199E8	
 944	1	439	20160305	3.962619826E8	
 945	1	440	20160306	4.4852784918E8	
 946	1	445	20160311	4.0740859074E8	
 947	1	446	20160312	1.802032547399E8	
 948	1	449	20160315	2.3006214508E8	
 949	1	457	20160323	1.846596654199E8	
 950	1	459	20160325	2.127456105199E8	
 951	1	462	20160328	2.5462648792E8	
 952	1	463	20160329	2.528694312699E8	
 953	1	464	20160330	2.720041295499E8	
 954	1	467	20160402	1.0747690677799E9	
 955	1	470	20160405	7.750689192599E8	
 956	1	481	20160416	1.743802506499E8	
 957	1	485	20160420	2.20444979E8	
 958	1	486	20160421	2.068299040299E8	
 959	1	487	20160422	2.0067033906E8	
 960	1	488	20160423	1.751772169399E8	
 961	1	489	20160424	1.8147539227E8	
 962	1	494	20160429	3.535096791E8	
 963	1	498	20160503	9.397605242199E8	
 964	1	499	20160504	7.733931469299E8	
 965	1	501	20160506	8.040408652899E8	
 966	1	506	20160511	3.577304097E8	
 967	1	508	20160513	2.4613628319E8	
 968	1	511	20160516	2.5281028504E8	
 969	1	515	20160520	2.4403108647E8	
 970	1	516	20160521	1.974430096399E8	
 971	1	521	20160526	2.600314153699E8	
 972	1	522	20160527	2.694547712499E8	
 973	1	524	20160529	2.5779742961E8	
 974	1	526	20160531	4.3539531081E8	
 975	1	527	20160601	1.7157080056199E9	
 976	1	528	20160602	1.3794034838799E9	
 977	1	539	20160613	2.6866675989E8	
 978	1	540	20160614	2.197589336799E8	
 979	1	542	20160616	2.5093731541E8	
 980	1	544	20160618	2.127373108699E8	
 981	1	547	20160621	2.4641543759E8	
 982	1	548	20160622	2.3866030651E8	
 983	1	550	20160624	2.5606441036E8	
 984	1	552	20160626	2.3055102706E8	
 985	1	556	20160630	4.455392026E8	
 986	1	557	20160701	1.6832712612299E9	
 987	1	563	20160707	1.0888110565899E9	
 988	1	564	20160708	1.3742171768299E9	
 989	1	573	20160717	1.859093327999E8	
 990	1	576	20160720	2.6010019766E8	
 991	1	577	20160721	2.4694252806E8	
 992	1	578	20160722	2.3216071503E8	
 993	1	581	20160725	2.8274630943E8	
 994	1	584	20160728	3.1110925293E8	
 995	1	585	20160729	3.5813233007E8	
 996	1	586	20160730	3.1653398795E8	
 997	1	587	20160731	3.482560126E8	
 998	1	590	20160803	8.826570245299E8	
 999	1	599	20160812	3.0326903916E8	
 1000	1	600	20160813	2.245524141199E8	
 1001	1	602	20160815	3.418608169E8	
 1002	1	606	20160819	2.450949480299E8	
 1003	1	607	20160820	2.177313563199E8	
 1004	1	608	20160821	2.050870409799E8	
 1005	1	611	20160824	2.5802251622E8	
 1006	1	622	20160904	7.3926323953E8	
 1007	1	624	20160906	1.0511667933699E9	
 1008	1	626	20160908	1.56573388464E9	
 1009	1	627	20160909	3.5597229709E9	
 1010	1	628	20160910	4.2891475952E9	
 1011	1	629	20160911	3.628380314E8	
 1012	1	633	20160915	2.531316168E8	
 1013	1	637	20160919	2.849299471E8	
 1014	1	640	20160922	2.8714468058E8	
 1015	1	641	20160923	2.9996522004E8	
 1016	1	642	20160924	2.6369261566E8	
 1017	1	646	20160928	4.0657338612E8	
 1018	1	652	20161004	8.315617513199E8	
 1019	1	653	20161005	8.586045651599E8	
 1020	1	655	20161007	1.29336742308E9	
 1021	1	659	20161011	4.9301166969E8	
 1022	1	662	20161014	3.4110978778E8	
 1023	1	664	20161016	2.5673472398E8	
 1024	1	665	20161017	3.312323007E8	
 1025	1	668	20161020	3.5234609933E8	
 1026	1	669	20161021	3.3127885676E8	
 1027	1	670	20161022	2.810978185E8	
 1028	1	674	20161026	3.8376947563E8	
 1029	1	675	20161027	3.9066527193E8	
 1030	1	680	20161101	2.65083601535E9	
 1031	1	683	20161104	1.0881754085399E9	
 1032	1	685	20161106	1.1334829389099E9	
 1033	1	686	20161107	1.52421341016E9	
 1034	1	687	20161108	1.80028001926E9	
 1035	1	692	20161113	3.3294118019E8	
 1036	1	697	20161118	5.049943747E8	
 1037	1	699	20161120	4.7455451691E8	
 1038	1	700	20161121	5.8709892227E8	
 1039	1	705	20161126	5.1850280107E8	
 1040	1	707	20161128	7.5082561087E8	
 1041	1	714	20161205	1.82793880168E9	
 1042	1	723	20161214	4.0596645673E8	
 1043	1	727	20161218	4.0324545709E8	
 1044	1	737	20161228	6.6118503428E8	
 1045	1	738	20161229	7.110341547399E8	
 1046	1	742	20170102	2.76840872917E9	
 1047	1	743	20170103	2.15208255141E9	
 1048	1	747	20170107	1.91897177012E9	
 1049	1	748	20170108	2.3738717721E9	
 1050	1	752	20170112	5.1565180118E8	
 1051	1	753	20170113	5.4416923338E8	
 1052	1	755	20170115	4.3557774431E8	
 1053	1	757	20170117	5.1693807549E8	
 1054	1	761	20170121	5.3173647712E8	
 1055	1	762	20170122	5.6797026433E8	
 1056	1	765	20170125	7.934601018499E8	
 1057	1	766	20170126	7.317765271999E8	
 1058	1	767	20170127	5.708675667999E8	
 1059	1	771	20170131	5.430845876699E8	
 1060	1	772	20170201	2.35904906318E9	
 1061	1	774	20170203	2.02093937725E9	
 1062	1	794	20170223	4.4490950141E8	
 1063	1	799	20170228	8.794957900599E8	
 1064	1	800	20170301	3.4456761620601E9	
 1065	1	807	20170308	2.1778952903E9	
 1066	1	809	20170310	5.9824518992102E9	
 1067	1	812	20170313	4.6777607354E8	
 1068	1	814	20170315	6.0586900005E8	
 1069	1	815	20170316	4.9981235832E8	
 1070	1	827	20170328	6.9703750995E8	
 1071	1	829	20170330	7.793535390899E8	
 1072	1	831	20170401	3.9955188412201E9	
 1073	1	833	20170403	1.5927670290199E9	
 1074	1	836	20170406	2.40654875796E9	
 1075	1	838	20170408	2.60690834881E9	
 1076	1	840	20170410	7.9414747479001E9	
 1077	1	844	20170414	5.804746241899E8	
 1078	1	849	20170419	5.295617724E8	
 1079	1	853	20170423	5.4562367599E8	
 1080	1	855	20170425	7.335985069899E8	
 1081	1	861	20170501	4.2423959055301E9	
 1082	1	863	20170503	2.22758414199E9	
 1083	1	864	20170504	1.97560138803E9	
 1084	1	866	20170506	2.18955203626E9	
 1085	1	870	20170510	8.1931418437601E9	
 1086	1	872	20170512	5.9752968383E8	
 1087	1	873	20170513	4.9016646116E8	
 1088	1	875	20170515	8.041037491299E8	
 1089	1	880	20170520	5.8776937667E8	
 1090	1	881	20170521	5.799226863E8	
 1091	1	885	20170525	7.859684901499E8	
 1092	1	886	20170526	8.313623144399E8	
 1093	1	890	20170530	9.160064042699E8	
 1094	1	894	20170603	2.04420660267E9	
 1095	1	896	20170605	2.45974481273E9	
 1096	1	900	20170609	1.059067297906E10	
 1097	1	901	20170610	8.9376731105701E9	
 1098	1	904	20170613	6.4178529197E8	
 1099	1	905	20170614	5.9555626565E8	
 1100	1	908	20170617	6.1128016328E8	
 1101	1	912	20170621	7.277843927799E8	
 1102	1	913	20170622	7.182579533299E8	
 1103	1	918	20170627	9.327242995099E8	
 1104	1	919	20170628	1.0216522787199E9	
 1105	1	922	20170701	5.4212478358502E9	
 1106	1	923	20170702	3.68747816555E9	
 1107	1	924	20170703	2.84254566411E9	
 1108	1	925	20170704	2.57118709022E9	
 1109	1	926	20170705	2.75493208773E9	
 1110	1	929	20170708	3.92224207287E9	
 1111	1	931	20170710	1.06365975072898E10	
 1112	1	932	20170711	1.0755594410399E9	
 1113	1	935	20170714	8.087643869599E8	
 1114	1	936	20170715	7.417884293499E8	
 1115	1	939	20170718	7.643703911399E8	
 1116	1	940	20170719	7.273323146299E8	
 1117	1	947	20170726	9.520274265499E8	
 1118	1	951	20170730	1.0497742940999E9	
 1119	1	960	20170808	4.9256154906001E9	
 1120	1	965	20170813	6.801950216799E8	
 1121	1	968	20170816	9.203413462399E8	
 1122	1	969	20170817	7.922791826599E8	
 1123	1	972	20170820	7.565573942599E8	
 1124	1	973	20170821	9.274057387199E8	
 1125	1	974	20170822	9.154655815499E8	
 1126	1	980	20170828	1.2143231875599E9	
 1127	1	982	20170830	1.4086566102199E9	
 1128	1	989	20170906	3.78946566055E9	
 1129	1	991	20170908	5.7740887390601E9	
 1130	1	992	20170909	1.49362461814289E10	
 1131	1	993	20170910	1.11545754679398E10	
 1132	1	996	20170913	9.345476544299E8	
 1133	1	998	20170915	1.3086021359799E9	
 1134	1	999	20170916	9.493447467199E8	
 1135	1	1008	20170925	1.3508393835899E9	
 1136	1	1010	20170927	1.3602927673699E9	
 1137	1	1012	20170929	1.9008287832499E9	
 1138	1	1014	20171001	7.5225732686503E9	
 1139	1	1016	20171003	4.2978290062701E9	
 1140	1	1018	20171005	3.25304325246E9	
 1141	1	1023	20171010	1.35470960158293E10	
 1142	1	1026	20171013	1.0855565247899E9	
 1143	1	1027	20171014	8.692585098999E8	
 1144	1	1028	20171015	9.242297682599E8	
 1145	1	1032	20171019	1.0043383058899E9	
 1146	1	1033	20171020	1.1535513274099E9	
 1147	1	1034	20171021	8.834129560099E8	
 1148	1	1036	20171023	1.0209666354499E9	
 1149	1	1037	20171024	1.0269673844399E9	
 1150	1	1038	20171025	1.1854470830199E9	
 1151	1	1040	20171027	1.4704589419799E9	
 1152	1	1041	20171028	1.4004129613399E9	
 1153	1	1049	20171105	3.40987227106E9	
 1154	1	1051	20171107	5.2210973290701E9	
 1155	1	1053	20171109	2.02681193314772E10	
 1156	1	1062	20171118	1.2332450552999E9	
 1157	1	1070	20171126	1.5529832956299E9	
 1158	1	1076	20171202	7.3869190360302E9	
 1159	1	1077	20171203	4.6031516345601E9	
 1160	1	1079	20171205	5.3641180218001E9	
 1161	1	1082	20171208	9.4303549452601E9	
 1162	1	1083	20171209	2.71681139749353E10	
 1163	1	1086	20171212	1.8177348145399E9	
 1164	1	1088	20171214	1.0910841562499E9	
 1165	1	1090	20171216	1.2134502546899E9	
 1166	1	1091	20171217	1.1105994170899E9	
 1167	1	1097	20171223	1.3174037892099E9	2.5319024262536E9
 1168	1	1104	20171230	2.0595203826299E9	2.6593437963085E9
 1169	1	1108	20180103	5.6104891517801E9	6.0045441745325E9
 1170	1	1110	20180105	4.69121524912E9	5.5565747110284E9
 1171	1	1113	20180108	8.8795698207701E9	9.6556163631246E9
 1172	1	1115	20180110	1.72036208943989E10	1.21133797812835E10
 1173	1	1121	20180116	1.5353532933399E9	1.2883176323925E9
 1174	1	1123	20180118	1.2940545708899E9	1.3323113349567E9
 1175	1	1127	20180122	1.4408629959699E9	1.3251371034078E9
 1176	1	1128	20180123	1.4694943062999E9	1.3952291485826E9
 1177	1	1132	20180127	1.4864087818899E9	1.6168362590931E9
 1178	1	1135	20180130	2.1036081535899E9	1.5169990930013E9
 1179	1	1136	20180131	2.74441573348E9	4.2439677633145E9
 1180	1	1138	20180202	6.0455475612202E9	7.708388003635E9
 1181	1	1140	20180204	3.96909330426E9	5.1376789192652E9
 1182	1	1157	20180221	1.0793545098199E9	1.0572498163443E9
 1183	1	1159	20180223	1.3787160107099E9	1.0707447360958E9
 1184	1	1161	20180225	1.3398349842999E9	1.1749878421391E9
 1185	1	1169	20180305	4.4233276030701E9	2.8781587204582E9
 1186	1	1171	20180307	5.6314928275402E9	4.6175617719952E9
 1187	1	1173	20180309	2.32324128615448E10	1.20320613374819E10
 1188	1	1174	20180310	1.29708868237195E10	1.57722305392945E10
 1189	1	1179	20180315	1.5393275704299E9	1.4814077084366E9
 1190	1	1180	20180316	1.2657648000599E9	1.2186700758499E9
 1191	1	1183	20180319	1.1986730242899E9	9.693499734982E8
 1192	1	1184	20180320	1.3540710376099E9	1.1768015391705E9
 1193	1	1185	20180321	1.2369839002699E9	1.2708146814686E9
 1194	1	1187	20180323	1.2929137947799E9	1.187377325682E9
 1195					2.2263962241869E9
